Units,Timepoint,1.1.1.1: Exports Of Goods,1.1.1.2: Imports Of Goods,1.1.1: Goods Balance,1.1.2.1.10: Charges For The Use Of Intellectual Property,"1.1.2.1.11: Personal, Cultural And Recreational",1.1.2.1.12.10: Others,1.1.2.1.12.1: Accounting,1.1.2.1.12.2: Advertising And Market Research,1.1.2.1.12.3: Architectural,1.1.2.1.12.4: Business Management,1.1.2.1.12.5: Engineering And Technical,1.1.2.1.12.6: Legal,1.1.2.1.12.7: Research And Development,1.1.2.1.12.8: Operating Leasing,1.1.2.1.12.9: Trade-Related,1.1.2.1.12: Other Business Services,1.1.2.1.1: Manufacturing Services On Physical Inputs Owned By Others,1.1.2.1.2: Maintenance And Repair Services,1.1.2.1.3.1: Freight,1.1.2.1.3.2: Others,1.1.2.1.3: Transport,1.1.2.1.4: Travel,1.1.2.1.5: Insurance,1.1.2.1.6: Government Goods And Services,1.1.2.1.7: Construction,1.1.2.1.8: Financial,"1.1.2.1.9: Telecommunications, Computer & Information",1.1.2.1: Exports Of Services,1.1.2.2.10: Charges For The Use Of Intellectual Property,"1.1.2.2.11: Personal, Cultural And Recreational",1.1.2.2.12.10: Others,1.1.2.2.12.1: Accounting,1.1.2.2.12.2: Advertising And Market Research,1.1.2.2.12.3: Architectural,1.1.2.2.12.4: Business Management,1.1.2.2.12.5: Engineering And Technical,1.1.2.2.12.6: Legal,1.1.2.2.12.7: Research And Development,1.1.2.2.12.8: Operating Leasing,1.1.2.2.12.9: Trade-Related,1.1.2.2.12: Other Business Services,1.1.2.2.1: Manufacturing Services On Physical Inputs Owned By Others,1.1.2.2.2: Maintenance And Repair Services,1.1.2.2.3.1: Freight,1.1.2.2.3.2: Others,1.1.2.2.3: Transport,1.1.2.2.4: Travel,1.1.2.2.5: Insurance,1.1.2.2.6: Government Goods And Services,1.1.2.2.7: Construction,1.1.2.2.8: Financial,"1.1.2.2.9: Telecommunications, Computer & Information",1.1.2.2: Imports Of Services,1.1.2: Services Balance,1.1.3.1: Primary Income Receipts,1.1.3.2: Primary Income Payments,1.1.3: Primary Income Balance,1.1.4.3: Secondary Income Receipts,1.1.4.4: Secondary Income Payments,1.1.4: Secondary Income Balance,1.1: A Current Account Balance,1.2.2.1.1: Assets,1.2.2.1.2: Liabilities,1.2.2.1: Direct Investment,"1.2.2.2.1.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.2.1.2: Official,1.2.2.2.1.3: Others,1.2.2.2.1: Assets,"1.2.2.2.2.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.2.2.2: Others,1.2.2.2.2: Liabilities,1.2.2.2: Portfolio Investment,1.2.2.3.1: Assets,1.2.2.3.2: Liabilities,1.2.2.3: Financial Derivatives,"1.2.2.4.1.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.4.1.2: Official,1.2.2.4.1.3: Others,1.2.2.4.1: Assets,"1.2.2.4.2.1: Deposit-Taking Corporations, Except The Central Bank",1.2.2.4.2.2: Others,1.2.2.4.2: Liabilities,1.2.2.4: Other Investment,1.2.2: Financial Account (Net),1.2: B Capital & Financial Account Balance,1.3: C Net Errors & Omissions,1: D Overall Balance (A-B+C),2.1: Special Drawing Rights,2.2: Reserves Position In The IMF,2.3: Foreign Exchange Assets,2: E Reserve Assets
Million Dollars,1986-03-31,11497.6,12541.9,-1044.3,,,,,,,,,,,,,892.0,,,,,508.2,932.9,44.1,51.1,,,,2428.3,,,,,,,,,,,,,602.7,,,,,870.8,293.0,107.7,27.9,,,,1902.1,526.2,1054.0,995.2,58.8,,,-86.1,-545.4,,,-608.0,,,,,,,,370.8,,,,17821.5,0.0,338.6,18160.1,19239.0,321.9,19560.9,-1400.8,-1638.0,-1638.0,-1058.7,33.9,5.1,5.9,22.9,33.9
Million Dollars,1986-06-30,12398.5,12406.1,-7.6,,,,,,,,,,,,,1364.0,,,,,534.6,933.6,44.1,49.4,,,,2925.7,,,,,,,,,,,,,620.1,,,,,921.6,370.2,113.2,20.6,,,,2045.7,880.0,1042.3,1032.4,9.9,,,-89.6,792.7,,,-1036.8,,,,,,,,188.7,,,,18499.9,0.0,313.6,18813.5,16024.5,136.0,16160.5,2653.0,1804.9,1804.9,1520.2,508.0,13.5,15.3,479.2,508.0
Million Dollars,1986-09-30,12404.7,12847.6,-442.9,,,,,,,,,,,,,1314.9,,,,,539.6,1015.1,44.2,49.3,,,,2963.1,,,,,,,,,,,,,664.3,,,,,953.9,337.0,115.3,20.0,,,,2090.5,872.6,1019.5,1007.1,12.4,,,-91.0,351.1,,,-802.3,,,,,,,,195.6,,,,30899.2,0.0,519.3,31418.5,31099.5,274.5,31374.0,44.5,-562.2,-562.2,-706.7,206.6,5.4,0.4,200.8,206.6
Million Dollars,1986-12-31,13132.4,13686.6,-554.2,,,,,,,,,,,,,1365.0,,,,,553.6,1057.4,44.4,49.4,,,,3069.8,,,,,,,,,,,,,666.0,,,,,1007.5,404.1,124.2,20.1,,,,2221.9,847.9,977.8,1045.6,-67.8,,,-91.4,134.5,,,-1258.9,,,,,,,,440.1,,,,33137.3,0.0,31.3,33168.6,29304.4,780.4,30084.8,3083.8,2265.0,2265.0,2590.6,460.1,7.4,3.2,449.5,460.1
Million Dollars,1987-03-31,12591.4,13632.5,-1041.1,,,,,,,,,,,,,1195.5,,,,,537.2,1072.0,52.9,47.5,,,,2905.1,,,,,,,,,,,,,767.7,,,,,880.2,352.4,178.5,27.4,,,,2206.2,698.9,1323.0,1547.5,-224.5,,,-92.5,-659.2,,,-1070.2,,,,,,,,-332.4,,,,16423.8,0.0,1042.7,17466.5,15812.6,-227.8,15584.8,1881.7,479.1,479.1,1340.0,201.7,9.7,5.2,186.8,201.7
Million Dollars,1987-06-30,14832.4,15147.4,-315.0,,,,,,,,,,,,,1613.1,,,,,616.5,1096.0,53.0,47.5,,,,3426.1,,,,,,,,,,,,,773.4,,,,,993.8,453.9,206.6,20.0,,,,2447.7,978.4,1228.0,1537.3,-309.3,,,-92.6,261.5,,,-1388.9,,,,,,,,-82.7,,,,12828.0,0.0,210.0,13038.0,12515.5,-595.6,11919.9,1118.1,-353.5,-353.5,-85.2,529.8,6.4,3.7,519.7,529.8
Million Dollars,1987-09-30,16324.9,16728.6,-403.7,,,,,,,,,,,,,1424.2,,,,,666.8,1212.5,53.1,47.4,,,,3404.0,,,,,,,,,,,,,781.6,,,,,1065.4,393.3,223.3,22.2,,,,2485.8,918.2,1232.6,1541.6,-309.0,,,-95.5,110.0,,,-1642.6,,,,,,,,-21.7,,,,22320.3,0.0,-63.9,22256.4,20452.8,-694.6,19758.2,2498.2,833.9,833.9,1395.7,671.8,-2.6,-7.6,682.0,671.8
Million Dollars,1987-12-31,17454.9,18105.0,-650.1,,,,,,,,,,,,,1749.7,,,,,696.8,1216.8,53.1,47.5,,,,3763.9,,,,,,,,,,,,,754.1,,,,,1107.3,474.4,237.8,23.9,,,,2597.5,1166.4,1230.3,1580.0,-349.7,,,-95.9,70.7,,,-1437.1,,,,,,,,-94.0,,,,12544.7,0.0,308.9,12853.6,10061.0,-254.1,9806.9,3046.7,1515.6,1515.6,2370.1,925.2,15.6,10.4,899.2,925.2
Million Dollars,1988-03-31,17658.8,17776.4,-117.6,,,,,,,,,,,,,1701.9,,,,,702.1,1273.1,49.4,48.2,,,,3774.7,,,,,,,,,,,,,908.5,,,,,1116.8,414.5,245.4,43.5,,,,2728.7,1046.0,1594.2,1791.1,-196.9,,,-102.6,628.9,,,-1029.9,,,,,,,,155.9,,,,12960.6,0.0,-589.8,12370.8,14357.4,-1713.0,12644.4,-273.6,-1147.6,-1147.6,-718.9,1057.6,5.2,0.0,1052.4,1057.6
Million Dollars,1988-06-30,20093.2,20220.2,-127.0,,,,,,,,,,,,,2095.5,,,,,778.5,1278.1,49.6,48.3,,,,4250.0,,,,,,,,,,,,,886.5,,,,,1226.5,505.2,269.1,21.0,,,,2908.3,1341.7,1592.0,1782.8,-190.8,,,-114.6,909.3,,,-3144.2,,,,,,,,123.3,,,,5734.0,0.0,-262.5,5471.5,2158.2,-579.6,1578.6,3892.9,872.0,872.0,448.7,486.0,-0.5,-4.9,491.4,486.0
Million Dollars,1988-09-30,21265.1,21472.3,-207.2,,,,,,,,,,,,,2047.5,,,,,836.2,1395.4,49.5,48.2,,,,4376.8,,,,,,,,,,,,,898.5,,,,,1326.2,415.4,297.3,37.3,,,,2974.7,1402.1,1658.2,1781.3,-123.1,,,-118.3,953.5,,,-1098.7,,,,,,,,160.2,,,,34205.1,0.0,603.2,34808.3,32134.7,33.3,32168.0,2640.3,1701.8,1701.8,840.8,92.5,-1.5,-6.3,100.3,92.5
Million Dollars,1988-12-31,22819.0,22386.8,432.2,,,,,,,,,,,,,2045.2,,,,,885.4,1430.9,49.7,48.2,,,,4459.4,,,,,,,,,,,,,906.4,,,,,1343.1,536.6,308.4,26.4,,,,3120.9,1338.5,1599.9,1817.4,-217.5,,,-126.9,1426.3,,,-1845.7,,,,,,,,150.2,,,,6738.1,0.0,385.9,7124.0,3889.4,-150.0,3739.4,3384.6,1689.1,1689.1,1970.3,1707.5,5.0,-1.0,1703.5,1707.5
Million Dollars,1989-03-31,19587.4,20346.8,-759.4,,,,,,,,,,,,,2222.6,,,,,802.8,1543.9,46.5,43.2,,,,4659.0,,,,,,,,,,,,,990.1,,,,,1218.4,603.2,269.5,32.2,,,,3113.4,1545.6,1981.6,2057.5,-75.9,,,-127.8,582.5,,,-890.1,,,,,,,,131.9,,,,14520.3,0.0,1163.2,15683.5,15249.9,377.2,15627.1,56.4,-701.8,-701.8,-399.5,884.8,6.2,0.0,878.6,884.8
Million Dollars,1989-06-30,22074.4,22596.8,-522.4,,,,,,,,,,,,,2538.3,,,,,881.8,1514.1,46.6,43.2,,,,5024.0,,,,,,,,,,,,,977.8,,,,,1421.5,676.9,322.4,18.8,,,,3417.4,1606.6,1893.0,2194.0,-301.0,,,-137.1,646.1,,,-1004.9,,,,,,,,66.6,,,,-7815.9,0.0,-596.4,-8412.3,-7518.4,-338.7,-7857.1,-555.2,-1493.5,-1493.5,-639.2,1500.4,-9.6,-2.3,1512.3,1500.4
Million Dollars,1989-09-30,23037.8,22941.0,96.8,,,,,,,,,,,,,2669.9,,,,,923.7,1729.4,46.6,43.2,,,,5412.8,,,,,,,,,,,,,998.4,,,,,1409.9,590.8,309.2,22.3,,,,3330.6,2082.2,1994.0,1914.9,79.1,,,-149.5,2108.6,,,-1344.7,,,,,,,,-6.6,,,,70722.3,0.0,1144.9,71867.2,70846.5,504.7,71351.2,516.0,-835.3,-835.3,-1216.5,1727.4,-14.9,-6.8,1749.1,1727.4
Million Dollars,1989-12-31,24346.4,23851.6,494.8,,,,,,,,,,,,,2952.5,,,,,975.7,1763.5,46.7,43.3,,,,5781.7,,,,,,,,,,,,,1011.1,,,,,1472.2,729.9,329.6,27.7,,,,3570.5,2211.2,1640.1,1715.1,-75.0,,,-159.8,2471.2,,,-669.4,,,,,,,,-44.5,,,,13350.8,0.0,-203.7,13147.1,11759.8,710.9,12470.7,676.4,-37.5,-37.5,-1287.1,1221.6,9.1,4.6,1207.9,1221.6
Million Dollars,1990-03-31,23327.1,24472.4,-1145.3,,,,,,,,,,,,,2818.8,,,,,944.6,2076.2,40.0,41.7,,,,5921.3,,,,,,,,,,,,,1165.6,,,,,1542.0,822.8,341.1,34.1,,,,3905.6,2015.7,2318.0,3041.5,-723.5,,,-156.8,-9.9,,,-1225.1,,,,,,,,538.6,,,,13308.2,0.0,362.9,13671.1,12970.6,524.6,13495.2,175.9,-510.6,-510.6,1612.1,2112.8,4.0,-4.8,2113.6,2112.8
Million Dollars,1990-06-30,23242.2,24474.5,-1232.3,,,,,,,,,,,,,3328.6,,,,,960.6,1999.1,40.1,41.7,,,,6370.1,,,,,,,,,,,,,1134.3,,,,,1552.4,820.2,344.9,26.1,,,,3877.9,2492.2,2234.9,2199.0,35.9,,,-167.4,1128.4,,,-2263.2,,,,,,,,346.6,,,,-28078.1,0.0,163.5,-27914.6,-27228.0,497.0,-26731.0,-1183.6,-3100.2,-3100.2,-1827.6,2401.0,7.0,-0.1,2394.1,2401.0
Million Dollars,1990-09-30,24546.6,24706.8,-160.2,,,,,,,,,,,,,3311.8,,,,,1009.1,2188.5,40.1,41.7,,,,6591.2,,,,,,,,,,,,,1157.4,,,,,1572.6,786.7,358.0,29.1,,,,3903.8,2687.4,2443.4,2494.7,-51.3,,,-175.7,2300.2,,,-1379.6,,,,,,,,521.9,,,,18116.9,0.0,628.8,18745.7,17859.2,334.0,18193.2,552.5,-305.2,-305.2,1089.4,3694.8,-16.1,-7.9,3718.8,3694.8
Million Dollars,1990-12-31,27912.6,28412.1,-499.5,,,,,,,,,,,,,3631.1,,,,,1119.1,2164.0,40.1,41.7,,,,6996.0,,,,,,,,,,,,,1137.1,,,,,1700.6,832.3,367.9,29.6,,,,4067.5,2928.5,2444.4,2414.2,30.2,,,-182.2,2277.0,,,-1550.2,,,,,,,,473.3,,,,27325.7,0.0,-262.8,27062.9,27631.4,448.4,28079.8,-1016.9,-2093.8,-2093.8,-2686.9,1683.9,8.6,-16.4,1691.7,1683.9
Million Dollars,1991-03-31,26273.4,27251.8,-978.4,,,,,,,,,,,,,3226.0,,,,,1069.6,1758.2,49.2,40.3,,,,6143.3,,,,,,,,,,,,,1130.4,,,,,1661.2,798.2,353.9,39.5,,,,3983.2,2160.1,2843.6,3809.5,-965.9,,,-178.6,37.2,,,-1815.1,,,,,,,,386.1,,,,-17085.0,0.0,699.7,-16385.3,-14586.0,-107.5,-14693.5,-1691.8,-3120.8,-3120.8,-2660.7,497.3,7.8,-0.2,489.7,497.3
Million Dollars,1991-06-30,26591.6,26655.8,-64.2,,,,,,,,,,,,,3512.6,,,,,1072.9,1887.7,49.4,40.5,,,,6563.1,,,,,,,,,,,,,1133.7,,,,,1609.0,775.2,359.6,25.9,,,,3903.4,2659.7,2888.0,3191.4,-303.4,,,-187.2,2104.9,,,-1865.9,,,,,,,,386.2,,,,-39730.1,0.0,313.8,-39416.3,-41911.8,-78.7,-41990.5,2574.2,1094.5,1094.5,1266.3,2276.7,-3.6,-16.1,2296.4,2276.7
Million Dollars,1991-09-30,27043.5,26867.4,176.1,,,,,,,,,,,,,3303.3,,,,,1111.4,2164.4,49.3,40.4,,,,6668.8,,,,,,,,,,,,,1156.0,,,,,1692.2,767.5,373.4,28.1,,,,4017.2,2651.6,2631.8,2669.8,-38.0,,,-194.1,2595.6,,,-1818.0,,,,,,,,379.7,,,,-22851.6,0.0,179.9,-22671.7,-24291.7,-248.2,-24539.9,1868.2,429.9,429.9,332.0,2497.7,-20.6,-7.7,2526.0,2497.7
Million Dollars,1991-12-31,25968.4,25370.8,597.6,,,,,,,,,,,,,3780.3,,,,,1095.0,2163.5,49.5,40.5,,,,7128.8,,,,,,,,,,,,,1145.5,,,,,1592.5,843.4,350.2,28.6,,,,3960.2,3168.6,2357.5,2236.7,120.8,,,-205.1,3681.9,,,-2035.3,,,,,,,,414.9,,,,172.4,0.0,91.6,264.0,-85.2,-437.7,-522.9,786.9,-833.5,-833.5,-2524.3,1991.1,5.1,-5.9,1991.9,1991.1
Million Dollars,1992-03-31,25075.2,25465.1,-389.9,,,,,,,,,,,,,3214.8,,,,,1050.1,2268.6,63.2,39.9,,,,6636.6,,,,,,,,,,,,,1080.5,,,,,1286.2,786.4,193.2,45.0,,,,3391.3,3245.3,2792.8,1871.2,921.6,,,-209.1,3567.9,,,-413.9,,,,,,,,-1065.4,,,,-13371.6,0.0,1210.5,-12161.1,-12833.3,-662.9,-13496.2,1335.1,-144.2,-144.2,-1937.9,1774.2,-1.7,-13.8,1789.7,1774.2
Million Dollars,1992-06-30,25927.1,26912.6,-985.5,,,,,,,,,,,,,3515.8,,,,,1078.6,2212.5,67.0,40.3,,,,6914.2,,,,,,,,,,,,,1159.5,,,,,1406.0,935.4,210.3,33.7,,,,3744.9,3169.3,2486.4,1862.9,623.5,,,-210.8,2596.5,,,-428.4,,,,,,,,-1090.9,,,,-11020.7,0.0,368.5,-10652.2,-11343.5,-521.5,-11865.0,1212.8,-306.5,-306.5,782.5,3685.5,8.8,2.0,3674.7,3685.5
Million Dollars,1992-09-30,27809.7,27701.2,108.5,,,,,,,,,,,,,3818.4,,,,,1160.0,2434.5,69.8,39.9,,,,7522.6,,,,,,,,,,,,,1175.2,,,,,1476.1,1089.4,223.1,51.2,,,,4015.0,3507.6,2871.0,2808.6,62.4,,,-223.0,3455.5,,,-289.7,,,,,,,,-893.1,,,,20836.2,0.0,249.9,21086.1,22753.2,-1014.0,21739.2,-653.1,-1835.9,-1835.9,-2937.2,2354.2,9.2,-2.3,2347.3,2354.2
Million Dollars,1992-12-31,29539.8,31320.7,-1780.9,,,,,,,,,,,,,4164.9,,,,,1216.8,2417.8,73.4,39.9,,,,7912.8,,,,,,,,,,,,,1242.8,,,,,1667.1,1283.5,242.8,42.0,,,,4478.2,3434.6,2921.6,4478.4,-1556.8,,,-181.3,-84.4,,,-313.5,,,,,,,,-1006.4,,,,2300.1,0.0,176.1,2476.2,2910.5,-1102.3,1808.2,668.0,-651.9,-651.9,1577.6,2145.1,-93.7,131.5,2107.3,2145.1
Million Dollars,1993-03-31,28535.0,29997.7,-1462.7,,,,,,,,,,,,,3600.3,,,,,1164.0,2485.8,99.7,40.3,,,,7390.1,,,,,,,,,,,,,1376.7,,,,,1470.8,1094.1,230.5,55.6,,,,4227.7,3162.4,2542.0,2718.7,-176.7,,,-229.3,1293.7,,,-755.6,,,,,,,,2856.5,,,,-5532.8,412.4,1077.7,-4042.7,-198.3,1076.1,877.8,-4920.5,-2819.6,-2819.6,-1854.8,2258.5,3.2,-8.6,2263.9,2258.5
Million Dollars,1993-06-30,31424.9,32957.8,-1532.9,,,,,,,,,,,,,4082.1,,,,,1275.3,2483.3,104.3,40.3,,,,7985.3,,,,,,,,,,,,,1407.3,,,,,1627.9,1308.4,256.6,33.6,,,,4633.8,3351.5,2755.7,3556.5,-800.8,,,-233.1,784.7,,,-1082.3,,,,,,,,1843.7,,,,-9823.7,1134.0,935.5,-7754.2,-9320.8,1463.3,-7857.5,103.3,864.7,864.7,2968.9,2888.9,5.1,79.0,2804.8,2888.9
Million Dollars,1993-09-30,33041.5,33276.0,-234.5,,,,,,,,,,,,,4303.3,,,,,1341.7,2688.5,109.3,40.2,,,,8483.0,,,,,,,,,,,,,1436.9,,,,,1702.1,1248.0,268.1,42.0,,,,4697.1,3785.9,2602.3,3416.4,-814.1,,,-249.6,2487.7,,,-830.1,,,,,,,,1349.2,,,,13738.2,2090.0,721.8,16550.0,15404.3,1063.7,16468.0,82.0,601.1,601.1,1375.5,3262.1,3.4,5.8,3252.9,3262.1
Million Dollars,1993-12-31,32711.7,33972.1,-1260.4,,,,,,,,,,,,,4548.1,,,,,1346.7,2676.9,109.7,40.3,,,,8721.7,,,,,,,,,,,,,1431.8,,,,,1686.0,1430.9,266.8,35.9,,,,4851.4,3870.3,2918.9,3194.8,-275.9,,,-263.7,2070.3,,,-1427.1,,,,,,,,1974.5,,,,17507.6,2891.6,1014.5,21413.7,19247.9,1616.2,20864.1,549.6,1097.0,1097.0,2770.9,3744.2,2.3,15.4,3726.5,3744.2
Million Dollars,1994-03-31,30340.5,32477.3,-2136.8,,,,,,,,,,,,,4150.4,,,,,1317.0,2528.0,122.4,40.0,,,,8157.8,,,,,,,,,,,,,1600.2,,,,,1674.6,1246.7,265.8,43.3,,,,4830.6,3327.2,2912.0,2975.3,-63.3,,,-264.1,863.0,,,-986.2,,,,,,,,4159.7,,,,644.7,538.5,1238.1,2421.3,5983.3,-594.5,5388.8,-2967.5,206.0,206.0,1093.7,1750.7,3.6,1.6,1745.5,1750.7
Million Dollars,1994-06-30,38013.5,37442.6,570.9,,,,,,,,,,,,,5148.7,,,,,1545.2,2453.1,126.4,40.0,,,,9313.4,,,,,,,,,,,,,1723.1,,,,,1835.4,1462.1,292.4,28.7,,,,5341.7,3971.7,3082.3,3146.8,-64.5,,,-275.2,4202.9,,,-1581.8,,,,,,,,2010.4,,,,2083.8,1722.4,921.0,4727.2,3703.7,-671.2,3032.5,1694.7,2123.3,2123.3,-920.2,1159.4,-85.8,29.7,1215.5,1159.4
Million Dollars,1994-09-30,40251.5,38729.6,1521.9,,,,,,,,,,,,,5635.8,,,,,1639.0,2747.1,127.0,40.0,,,,10188.9,,,,,,,,,,,,,1759.9,,,,,1882.3,1411.1,300.0,38.7,,,,5392.0,4796.9,3460.1,3307.6,152.5,,,-298.6,6172.7,,,-1755.4,,,,,,,,3303.6,,,,-10027.9,3110.7,467.1,-6450.1,-8584.1,-418.1,-9002.2,2552.1,4100.3,4100.3,1145.1,3217.5,4.7,0.0,3212.8,3217.5
Million Dollars,1994-12-31,40859.1,38847.6,2011.5,,,,,,,,,,,,,5464.1,,,,,1673.2,2629.7,128.0,39.9,,,,9934.9,,,,,,,,,,,,,1716.3,,,,,1935.4,1788.1,319.4,38.6,,,,5797.8,4137.1,3400.6,3279.1,121.5,,,-303.6,5966.5,,,-1745.3,,,,,,,,2327.6,,,,-10913.6,1015.4,983.5,-8914.7,-15485.2,-573.4,-16058.6,7143.9,7726.2,7726.2,2933.8,1174.1,3.4,-7.6,1178.3,1174.1
Million Dollars,1995-03-31,42614.6,38568.5,4046.1,15.0,5.1,,,,,,,,,,,1153.5,32.3,408.0,,,2814.9,2703.9,185.0,35.3,89.6,1134.8,257.5,8834.9,536.5,2.9,,,,,,,,,,,1025.3,104.2,49.9,,,2939.6,1436.6,502.9,45.2,26.3,214.7,224.9,7109.0,1725.9,4127.3,3413.0,714.3,248.8,545.2,-296.4,6189.9,2246.4,2451.7,-205.3,3361.1,1048.7,766.6,5176.4,-284.0,-433.5,-717.5,5893.9,,,,12449.8,34.5,-109.1,12375.2,15066.2,226.1,15292.3,-2917.1,2771.5,2771.5,-1433.5,1984.9,4.0,11.6,1969.3,1984.9
